trade_date,open,high,close,low,vol
20190102,7.4,7.4,7.38,7.01,64451.94
20190103,7.29,7.38,7.38,7.21,42857.0
20190104,7.31,7.39,7.38,7.29,31301.0
20190107,7.38,7.5,7.45,7.36,43101.01
20190108,7.43,7.54,7.45,7.4,36122.89
20190109,7.44,7.5,7.44,7.42,26344.32
20190110,7.42,7.42,7.39,7.37,20921.0
20190111,7.41,7.41,7.38,7.33,29108.1
20190114,7.38,7.39,7.38,7.32,27774.1
20190115,7.38,7.42,7.41,7.35,17500.02
20190116,7.42,7.42,7.39,7.36,17013.59
20190117,7.35,7.39,7.38,7.34,24586.0
20190118,7.38,7.39,7.38,7.34,29198.18
20190121,7.38,7.39,7.39,7.35,19724.62
20190122,7.38,7.38,7.38,7.33,26361.0
20190123,7.35,7.38,7.38,7.34,18814.93
20190124,7.38,7.38,7.37,7.34,16589.44
20190125,7.37,7.37,7.37,7.35,11668.0
20190128,7.36,7.38,7.37,7.34,24636.64
20190129,7.35,7.36,7.36,7.2,24614.11
20190130,7.33,7.35,7.35,7.23,36118.0
20190131,7.33,7.34,7.24,7.24,16787.01
20190201,7.2,7.43,7.36,7.18,29002.07
20190211,7.38,7.38,7.36,7.3,25096.07
20190212,7.35,7.37,7.36,7.33,20917.19
20190213,7.34,7.4,7.38,7.33,40974.42
20190214,7.38,7.45,7.44,7.36,43090.63
20190215,7.44,7.83,7.7,7.42,92923.76
20190218,7.71,7.8,7.73,7.63,108335.37
20190219,7.76,7.76,7.55,7.51,117627.94
20190220,7.49,7.62,7.52,7.47,64796.0
20190221,7.53,7.59,7.5,7.5,89668.09
20190222,7.51,7.54,7.53,7.44,53300.53
20190225,7.55,7.79,7.73,7.53,179641.84
20190226,7.74,7.76,7.66,7.64,208968.8
20190227,7.72,7.73,7.6,7.58,141786.19
20190228,7.63,7.93,7.81,7.59,194170.13
20190301,7.82,7.87,7.74,7.66,139508.35
20190304,7.76,8.03,7.83,7.73,234630.52
20190305,7.85,8.03,7.99,7.8,189396.78
20190306,8.05,8.12,8.12,7.92,201618.46
20190307,8.15,8.38,8.18,8.1,200801.16
20190308,8.12,8.12,7.77,7.77,190112.66
20190311,7.76,8.05,8.02,7.75,149790.71
20190312,8.11,8.26,8.09,7.98,190982.98
20190313,8.12,8.25,8.01,7.97,158387.79
20190314,7.94,8.05,7.87,7.8,103299.21
20190315,7.92,8.09,8.05,7.92,116068.84
20190318,8.09,8.19,8.18,8.05,130875.6
20190319,8.15,8.28,8.17,8.09,122561.28
20190320,8.23,8.99,8.7,8.14,380805.09
20190321,8.61,8.84,8.6,8.52,231271.9
20190322,8.6,8.68,8.56,8.48,134876.89
20190325,8.45,8.49,8.31,8.3,131665.2
20190326,8.29,8.49,8.21,8.15,127883.4
20190327,8.25,8.38,8.36,8.15,84900.44
20190328,8.3,8.34,8.15,8.12,78240.05
20190329,8.11,8.32,8.31,8.06,85363.14
20190401,8.31,8.55,8.48,8.31,125930.07
20190402,8.52,8.54,8.41,8.41,107339.55
20190403,8.36,8.46,8.42,8.3,95156.82
20190404,8.43,8.49,8.44,8.3,113835.18
20190408,8.45,8.69,8.53,8.36,136027.07
20190409,8.52,8.69,8.63,8.25,147280.66
20190410,8.52,8.82,8.71,8.48,155489.77
20190411,8.71,8.75,8.51,8.5,102346.29
20190412,8.5,8.52,8.42,8.41,58600.87
20190415,8.5,8.54,8.38,8.34,71862.82
20190416,8.28,8.43,8.43,8.15,72689.41
20190417,8.39,8.51,8.39,8.38,63656.94
20190418,8.38,8.43,8.39,8.32,52429.29
20190419,8.31,8.31,8.18,8.08,129481.3
20190422,8.22,8.24,8.11,8.1,56731.03
20190423,8.11,8.15,7.96,7.96,56145.4
20190424,8.04,8.04,8.02,7.92,40307.83
20190425,8.01,8.04,7.74,7.6,70866.01
20190426,7.79,7.98,7.86,7.75,60390.56
20190429,7.88,7.94,7.69,7.64,61311.72
20190430,7.6,7.83,7.71,7.6,37131.11
20190506,7.3,7.47,7.23,7.05,74864.13
20190507,7.25,7.4,7.38,7.06,56847.81
20190508,7.2,7.32,7.3,7.15,51824.5
20190509,7.25,7.3,7.3,7.16,53877.05
20190510,7.31,7.48,7.47,7.21,65508.19
20190513,7.36,7.39,7.25,7.25,44927.68
20190514,7.11,7.35,7.35,7.11,64469.18
20190515,7.38,7.43,7.37,7.31,44008.64
20190516,7.32,7.41,7.37,7.28,48548.09
20190517,7.38,7.38,7.35,7.15,67457.22
20190520,7.25,7.36,7.36,7.19,41697.52
20190521,7.35,7.42,7.38,7.3,33177.48
20190522,7.37,7.37,7.36,7.28,31691.0
20190523,7.28,7.37,7.36,7.19,81262.44
20190524,7.31,7.37,7.36,7.28,40333.0
20190527,7.34,7.45,7.42,7.31,36095.04
20190528,7.4,7.44,7.34,7.34,24957.0
20190529,7.34,7.35,7.29,7.28,25373.68
20190530,7.25,7.37,7.36,7.18,49699.31
20190531,7.31,7.35,7.3,7.29,17663.58
20190603,7.3,7.37,7.36,7.23,47043.05
20190604,7.34,7.34,7.3,7.28,22387.04
20190605,7.33,7.35,7.27,7.27,17451.01
20190606,7.25,7.37,7.36,7.16,77266.29
20190610,7.32,7.32,7.27,7.25,43456.25
20190611,7.21,7.37,7.36,7.21,59412.32
20190612,7.32,7.35,7.26,7.25,43048.53
20190613,7.26,7.26,7.21,7.2,41793.04
20190614,7.21,7.24,7.22,7.14,67494.72
20190617,7.18,7.21,7.18,7.16,30797.0
20190618,7.18,7.18,7.17,7.1,40871.38
20190619,7.23,7.26,7.16,7.16,39082.0
20190620,7.16,7.21,7.15,7.1,61264.45
20190621,7.19,7.21,7.18,7.14,65809.07
20190624,7.17,7.21,7.17,7.11,62298.61
20190625,7.15,7.16,7.14,7.07,54866.22
20190626,7.1,7.14,7.14,7.08,47212.81
20190627,7.12,7.14,7.13,7.1,42068.94
20190628,7.12,7.12,7.11,7.06,36041.52
20190701,7.11,7.17,7.17,7.11,57458.34
20190702,7.15,7.17,7.13,7.12,41805.83
20190703,7.13,7.13,7.06,7.06,37255.28
20190704,7.07,7.09,6.98,6.98,47588.0
20190705,6.98,7.01,6.99,6.82,55173.67
20190708,6.95,6.98,6.74,6.72,65008.01
20190709,6.66,6.75,6.72,6.61,37901.15
20190710,6.7,6.72,6.62,6.62,27215.1
20190711,6.64,6.68,6.5,6.47,39710.01
20190712,6.5,6.58,6.58,6.47,54004.11
20190715,6.57,6.59,6.56,6.5,44446.45
20190716,6.56,6.56,6.56,6.51,37504.76
20190717,6.57,6.57,6.56,6.5,48277.39
20190718,6.55,6.55,6.51,6.41,69932.69
20190719,6.51,6.53,6.52,6.44,63771.0
20190722,6.51,6.51,6.51,6.33,45113.64
20190723,6.48,6.56,6.56,6.45,28693.0
20190724,6.54,6.77,6.7,6.53,47917.63
20190725,6.7,6.73,6.7,6.67,19270.35
20190726,6.73,6.73,6.69,6.66,16600.46
20190729,6.63,6.63,6.54,6.53,19992.2
20190730,6.57,6.57,6.53,6.49,24725.72
20190731,6.55,6.55,6.5,6.43,36766.25
20190801,6.45,6.5,6.5,6.4,36618.83
20190802,6.43,6.47,6.47,6.39,32014.37
20190805,6.47,6.47,6.47,6.4,37512.12
20190806,6.41,6.45,6.41,6.29,41951.92
20190807,6.38,6.41,6.4,6.34,25097.1
20190808,6.39,6.4,6.4,6.36,18890.57
20190809,6.4,6.41,6.4,6.35,29005.59
20190812,6.38,6.4,6.38,6.36,18446.87
20190813,6.38,6.38,6.36,6.31,29120.26
20190814,6.35,6.4,6.35,6.34,18106.0
20190815,6.3,6.33,6.32,6.21,37876.92
20190816,6.29,6.32,6.32,6.25,30076.0
20190819,6.32,6.45,6.44,6.32,43293.15
20190820,6.43,6.49,6.46,6.4,34545.99
20190821,6.48,6.48,6.42,6.41,20907.82
20190822,6.4,6.42,6.35,6.34,22444.55
20190823,6.34,6.36,6.32,6.27,38030.23
20190826,6.23,6.33,6.3,6.14,55327.7
20190827,6.28,6.33,6.29,6.24,37963.66
20190828,6.25,6.3,6.29,6.23,44539.48
20190829,6.27,6.29,6.29,6.23,44346.81
20190830,6.29,6.29,6.28,6.24,40061.2
20190902,6.27,6.38,6.35,6.25,39004.78
20190903,6.99,6.99,6.99,6.99,79697.98
20190904,7.24,7.49,7.11,7.0,281704.75
20190905,7.0,7.12,6.96,6.94,173168.32
20190906,6.93,6.96,6.81,6.79,84068.93
20190909,6.86,6.89,6.86,6.81,59225.04
20190910,6.85,6.95,6.93,6.8,67351.98
20190911,6.92,6.92,6.88,6.84,47243.67
20190912,6.88,6.92,6.9,6.86,33012.14
20190916,6.9,6.98,6.97,6.84,66115.43
20190917,6.88,6.95,6.94,6.83,75095.44
20190918,6.92,7.14,7.13,6.88,112482.65
20190919,7.2,7.21,7.13,7.02,87990.46
20190920,7.13,7.18,7.12,7.04,71755.98
20190923,7.12,7.19,7.17,6.99,66537.2
20190924,7.2,7.23,7.17,7.12,50298.25
20190925,7.15,7.28,7.2,7.06,75521.3
20190926,7.25,7.3,7.28,7.1,114989.73
20190927,7.17,7.45,7.4,7.17,94073.78
20190930,7.37,7.48,7.41,7.33,42500.23
20191008,7.4,7.56,7.56,7.33,108750.57
20191009,7.59,8.06,8.0,7.56,149479.34
20191010,8.0,8.0,7.93,7.7,145852.82
20191011,7.88,7.89,7.7,7.64,87776.07
20191014,7.71,7.74,7.61,7.57,63190.23
20191015,7.58,7.59,7.51,7.26,105442.23
20191016,7.43,7.5,7.35,7.35,41662.45
20191017,7.36,7.42,7.3,7.29,28148.34
20191018,7.29,7.34,7.17,7.17,33846.35
20191021,7.19,7.2,7.06,7.02,24024.1
20191022,7.1,7.17,7.14,7.05,22521.39
20191023,7.16,7.16,7.07,7.07,19935.55
20191024,7.08,7.14,7.11,7.0,40319.2
20191025,7.11,7.14,7.11,7.07,22175.01
20191028,7.1,7.18,7.15,7.09,29738.59
20191029,7.13,7.14,6.9,6.9,36452.0
20191030,6.89,6.89,6.8,6.6,49821.41
20191031,6.78,6.82,6.62,6.62,22782.39
20191101,6.62,6.67,6.63,6.56,20745.55
20191104,6.64,6.7,6.66,6.63,16727.0
20191105,6.66,6.69,6.66,6.58,15822.0
20191106,6.62,6.85,6.7,6.6,42199.9
20191107,6.7,6.78,6.71,6.67,38632.0
20191108,6.76,6.83,6.73,6.7,45255.31
20191111,6.7,6.71,6.62,6.56,20874.1
20191112,6.55,6.6,6.49,6.41,47208.0
20191113,6.48,6.49,6.48,6.33,37219.88
20191114,6.45,6.52,6.52,6.4,33680.22
20191115,6.52,6.59,6.43,6.37,51611.69
20191118,6.38,6.38,6.24,6.22,47219.5
20191119,6.24,6.3,6.28,6.24,30060.0
20191120,6.27,6.29,6.24,6.21,28642.1
20191121,6.24,6.24,6.09,6.08,79648.69
20191122,6.1,6.12,6.1,6.02,70254.57
20191125,6.08,6.09,6.04,5.98,41535.42
20191126,6.05,6.07,5.96,5.89,85320.0
