trade_date,open,high,close,low,vol
20190102,4.81,4.83,4.7,4.7,68540.13
20190103,4.74,4.76,4.69,4.68,52774.7
20190104,4.62,4.88,4.87,4.6,96029.0
20190107,4.9,5.1,5.06,4.88,133293.34
20190108,5.09,5.16,5.06,4.96,141211.01
20190109,5.05,5.14,5.07,5.04,119144.16
20190110,5.18,5.22,4.99,4.98,127757.17
20190111,4.97,5.15,5.11,4.9,119030.06
20190114,5.09,5.09,4.95,4.92,76024.95
20190115,4.94,5.03,5.01,4.94,56004.18
20190116,5.01,5.04,5.01,4.94,57474.05
20190117,5.01,5.01,4.88,4.86,66626.28
20190118,4.86,5.02,5.02,4.86,77035.69
20190121,5.04,5.14,5.08,5.01,89940.08
20190122,5.08,5.15,5.12,4.99,88260.15
20190123,5.08,5.61,5.37,5.04,306688.51
20190124,5.3,5.42,5.37,5.29,135940.13
20190125,5.34,5.4,5.27,5.19,105452.4
20190128,5.31,5.32,5.14,5.1,66410.97
20190129,5.12,5.16,4.95,4.85,94460.7
20190130,4.91,5.14,5.03,4.88,79549.65
20190131,5.23,5.23,4.99,4.86,181964.3
20190201,4.92,5.03,5.03,4.83,119147.36
20190211,5.04,5.53,5.34,4.99,298753.36
20190212,5.28,5.71,5.5,5.28,305555.47
20190213,5.41,5.54,5.48,5.32,244599.54
20190214,5.49,5.74,5.6,5.42,284699.85
20190215,5.55,5.73,5.64,5.43,250259.56
20190218,5.66,5.79,5.75,5.59,247838.63
20190219,5.71,5.76,5.65,5.55,217022.12
20190220,5.62,5.92,5.79,5.57,248582.91
20190221,5.79,5.87,5.67,5.64,191979.79
20190222,5.64,5.8,5.78,5.64,178227.43
20190225,5.8,6.05,6.03,5.77,252672.3
20190226,6.0,6.07,6.0,5.89,216555.12
20190227,5.95,6.14,5.9,5.87,199414.88
20190228,5.95,6.07,5.96,5.89,165523.78
20190301,5.99,6.0,5.94,5.9,111300.22
20190304,5.95,6.08,5.98,5.92,164515.57
20190305,5.99,6.15,6.1,5.99,149525.89
20190306,6.12,6.63,6.44,6.05,266268.85
20190307,6.36,6.47,6.37,6.2,217993.1
20190308,6.29,6.6,6.22,6.13,291908.37
20190311,6.2,6.48,6.45,6.17,200219.84
20190312,6.48,6.62,6.54,6.37,250436.85
20190313,6.52,6.55,6.33,6.26,167963.82
20190314,6.3,6.46,6.09,6.03,166798.61
20190315,6.12,6.33,6.24,6.12,136945.75
20190318,6.26,6.46,6.4,6.26,139927.37
20190319,6.55,7.04,7.04,6.47,173197.93
20190320,7.0,7.0,6.75,6.62,323629.11
20190321,6.75,6.83,6.69,6.62,213916.06
20190322,6.67,6.71,6.58,6.45,162399.58
20190325,6.48,6.72,6.56,6.45,154848.67
20190326,6.6,6.71,6.36,6.31,132001.74
20190327,6.41,6.45,6.33,6.2,91010.24
20190328,6.31,6.38,6.19,6.18,85210.02
20190329,6.24,6.38,6.36,6.14,94071.12
20190401,6.4,6.66,6.6,6.38,164969.2
20190402,6.64,6.74,6.62,6.53,160387.68
20190403,6.6,6.85,6.76,6.57,191384.47
20190404,6.76,6.96,6.96,6.59,257280.66
20190408,6.96,7.0,6.7,6.56,202491.97
20190409,6.73,6.76,6.71,6.6,106083.81
20190410,6.51,6.52,6.41,6.3,177740.03
20190411,6.4,6.52,6.4,6.38,104062.66
20190412,6.4,6.45,6.41,6.34,66597.0
20190415,6.48,6.5,6.29,6.28,96430.23
20190416,6.27,6.45,6.42,6.21,82208.84
20190417,6.41,6.5,6.45,6.39,77654.19
20190418,6.44,6.44,6.32,6.29,76130.0
20190419,6.36,6.49,6.47,6.21,89383.88
20190422,6.46,6.9,6.59,6.42,263161.35
20190423,6.62,6.75,6.31,6.3,215888.35
20190424,6.25,6.3,6.2,6.11,134141.2
20190425,6.2,6.24,5.93,5.93,118461.0
20190426,5.9,5.94,5.79,5.77,74910.75
20190429,5.78,5.84,5.6,5.56,79360.76
20190430,5.62,5.75,5.75,5.57,46723.09
20190506,5.51,5.52,5.18,5.18,103351.4
20190507,5.21,5.31,5.25,5.16,47615.02
20190508,5.15,5.27,5.22,5.11,57302.0
20190509,5.2,5.27,5.24,5.16,45828.02
20190510,5.27,5.41,5.41,5.19,110719.89
20190513,5.42,5.47,5.39,5.33,67011.03
20190514,5.28,5.41,5.32,5.25,55375.84
20190515,5.37,5.7,5.49,5.37,109037.0
20190516,5.44,5.56,5.54,5.44,82736.65
20190517,5.61,5.64,5.21,5.18,88721.41
20190520,5.28,5.31,5.28,5.19,48371.89
20190521,5.25,5.43,5.39,5.25,56560.62
20190522,5.36,5.44,5.34,5.25,52270.28
20190523,5.32,5.32,5.13,5.1,66426.02
20190524,4.99,5.14,5.02,4.99,54533.14
20190527,5.02,5.25,5.22,5.02,68762.0
20190528,5.27,5.37,5.27,5.18,60019.99
20190529,5.28,5.33,5.27,5.23,45693.86
20190530,5.36,5.58,5.5,5.32,194379.04
20190531,5.43,5.63,5.47,5.42,168586.33
20190603,5.32,5.36,5.14,5.09,122106.48
20190604,5.11,5.16,5.05,5.01,67066.6
20190605,5.12,5.25,5.08,5.06,69439.74
20190606,5.09,5.1,4.99,4.94,65548.39
20190610,5.04,5.17,5.16,5.0,54259.61
20190611,5.15,5.28,5.25,5.05,97159.55
20190612,5.22,5.29,5.21,5.18,68354.74
20190613,5.17,5.38,5.35,5.15,78333.5
20190614,5.31,5.31,5.13,5.12,77439.4
20190617,5.11,5.17,5.12,5.08,38934.82
20190618,5.11,5.15,5.1,5.07,26741.0
20190619,5.29,5.33,5.18,5.18,67315.0
20190620,5.16,5.33,5.33,5.14,80732.84
20190621,5.8,5.86,5.86,5.3,363431.11
20190624,5.88,5.88,5.66,5.53,405896.1
20190625,5.57,5.81,5.67,5.39,280135.27
20190626,5.5,6.24,5.91,5.46,439374.12
20190627,5.8,6.07,5.93,5.7,339561.03
20190628,5.86,5.88,5.72,5.6,184658.64
20190701,5.72,5.83,5.82,5.64,216954.14
20190702,5.75,5.78,5.76,5.68,139018.54
20190703,5.68,5.7,5.58,5.51,115679.62
20190704,5.56,5.64,5.56,5.51,58016.02
20190705,5.57,5.62,5.59,5.52,42190.02
20190708,5.56,5.65,5.22,5.2,125815.42
20190709,5.2,5.24,5.2,5.12,61697.82
20190710,5.24,5.25,5.14,5.11,42273.6
20190711,5.21,5.34,5.21,5.16,73245.02
20190712,5.21,5.25,5.19,5.14,46929.09
20190715,5.15,5.19,5.16,5.01,56656.4
20190716,5.16,5.24,5.2,5.13,44233.84
20190717,5.18,5.21,5.17,5.14,32948.4
20190718,5.12,5.16,5.09,5.06,50319.26
20190719,5.15,5.36,5.26,5.12,87303.89
20190722,5.33,5.49,5.28,5.05,145960.31
20190723,5.47,5.68,5.49,5.32,189154.73
20190724,5.44,5.76,5.59,5.37,222467.08
20190725,5.53,5.6,5.4,5.32,165246.49
20190726,5.35,5.51,5.41,5.32,96250.88
20190729,5.38,5.45,5.33,5.31,50008.0
20190730,5.39,5.4,5.29,5.27,57555.6
20190731,5.29,5.34,5.24,5.23,45683.6
20190801,5.2,5.23,5.21,5.15,56832.4
20190802,5.08,5.11,5.09,5.03,71743.2
20190805,5.05,5.11,5.02,5.01,38377.0
20190806,4.95,4.95,4.77,4.67,93775.23
20190807,4.81,4.87,4.82,4.77,42186.2
20190808,4.83,4.86,4.83,4.81,30604.86
20190809,4.83,4.88,4.71,4.67,43212.0
20190812,4.73,4.79,4.78,4.56,54777.0
20190813,4.71,4.79,4.73,4.68,29170.0
20190814,4.82,4.85,4.76,4.74,37309.6
20190815,4.62,4.76,4.76,4.59,35008.0
20190816,4.72,4.81,4.73,4.71,33602.0
20190819,4.81,4.89,4.88,4.76,56325.23
20190820,4.86,4.92,4.87,4.85,44557.4
20190821,4.87,4.94,4.89,4.84,44699.44
20190822,4.88,4.96,4.94,4.84,54739.44
20190823,4.93,4.93,4.85,4.84,49982.0
20190826,4.74,4.85,4.8,4.71,34635.2
20190827,4.88,4.91,4.9,4.82,56471.87
20190828,4.92,4.96,4.93,4.87,50342.87
20190829,4.95,4.97,4.92,4.91,31652.87
20190830,4.95,4.97,4.78,4.74,52782.2
20190902,4.8,4.97,4.94,4.79,75439.2
20190903,4.95,4.98,4.96,4.91,42931.22
20190904,4.93,5.01,5.01,4.9,50029.22
20190905,5.06,5.11,5.03,5.03,69198.0
20190906,5.05,5.09,5.09,5.0,56192.12
20190909,5.1,5.18,5.17,5.04,71338.54
20190910,5.18,5.26,5.18,5.14,51276.81
20190911,5.2,5.25,5.16,5.15,42633.0
20190912,5.15,5.23,5.2,5.12,41013.12
20190916,5.72,5.72,5.38,5.34,275132.51
20190917,5.35,5.43,5.27,5.17,184288.47
20190918,5.11,5.19,5.07,5.07,112249.15
20190919,5.04,5.11,5.1,5.0,69676.14
20190920,5.07,5.12,5.06,5.04,47236.27
20190923,5.08,5.08,5.05,5.0,38752.02
20190924,5.0,5.08,5.05,5.0,45260.98
20190925,5.01,5.02,4.87,4.84,53926.58
20190926,4.89,4.91,4.75,4.7,54711.88
20190927,4.76,4.82,4.78,4.74,27341.0
20190930,4.82,4.85,4.75,4.71,23903.0
20191008,4.73,4.88,4.81,4.72,39431.0
20191009,4.78,4.88,4.88,4.76,42158.0
20191010,4.88,4.93,4.89,4.83,33648.02
20191011,4.92,5.08,5.0,4.91,62817.0
20191014,4.99,5.03,4.99,4.97,49866.0
20191015,4.94,4.94,4.88,4.87,45475.02
20191016,4.89,4.94,4.83,4.8,33076.0
20191017,4.83,4.89,4.79,4.75,32496.4
20191018,4.77,4.81,4.72,4.67,37444.0
20191021,4.78,4.82,4.78,4.74,34791.0
20191022,4.78,4.8,4.79,4.74,20440.0
20191023,4.79,4.83,4.83,4.75,31174.96
20191024,4.8,4.87,4.86,4.8,32718.45
20191025,4.86,4.91,4.88,4.82,28464.0
20191028,4.88,4.95,4.93,4.87,40442.4
20191029,4.92,4.96,4.86,4.84,29137.78
20191030,4.81,4.86,4.74,4.72,32753.13
20191031,4.72,4.76,4.66,4.65,30338.0
20191101,4.65,4.71,4.68,4.62,23749.05
20191104,4.74,4.74,4.65,4.64,29192.2
20191105,4.68,4.68,4.61,4.57,25593.53
20191106,4.62,4.65,4.55,4.54,21808.0
20191107,4.56,4.59,4.57,4.53,20654.38
20191108,4.6,4.64,4.6,4.58,23433.0
20191111,4.61,4.61,4.46,4.44,26336.0
20191112,4.44,4.48,4.45,4.38,19272.53
20191113,4.45,4.48,4.46,4.42,12282.0
20191114,4.46,4.5,4.46,4.44,19045.0
20191115,4.46,4.46,4.36,4.35,20649.2
20191118,4.36,4.38,4.36,4.32,22677.0
20191119,4.35,4.41,4.41,4.35,46542.93
20191120,4.4,4.42,4.35,4.33,28849.4
20191121,4.35,4.41,4.41,4.34,23057.0
20191122,4.41,4.48,4.42,4.37,42859.53
20191125,4.39,4.46,4.4,4.38,25096.53
20191126,4.46,4.5,4.43,4.39,22734.41
20191127,4.45,4.48,4.44,4.4,23017.4
20191128,4.41,4.44,4.43,4.38,21676.4
20191129,4.4,4.42,4.42,4.35,20351.0
20191202,4.42,4.45,4.44,4.4,21589.36
20191203,4.43,4.53,4.51,4.41,38274.14
20191204,4.48,4.61,4.61,4.47,35819.07
20191205,4.99,5.07,4.63,4.57,196484.9
20191206,4.49,4.53,4.48,4.44,114490.52
20191209,4.39,4.44,4.41,4.35,54371.6
20191210,4.41,4.44,4.41,4.38,32438.02
20191211,4.4,4.42,4.4,4.38,31474.02
20191212,4.4,4.41,4.38,4.36,33209.0
20191213,4.44,4.44,4.42,4.39,29727.0
20191216,4.43,4.48,4.46,4.4,41558.56
20191217,4.46,4.55,4.54,4.46,63494.07
20191218,4.54,4.55,4.53,4.51,41479.41
20191219,4.53,4.58,4.58,4.51,39107.31
20191220,4.57,4.61,4.51,4.5,38440.05
20191223,4.53,4.53,4.4,4.4,41262.19
